userAgent,anomaly_score,log_total_calls,out_degree,entropy,max_call
[aws-cli/1.16.2 Python/2.7.15rc1 Linux/4.15.0-33-generic botocore/1.11.2],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.11.111 Python/2.7.14 Darwin/17.7.0 botocore/1.5.74],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/2.0.7 Python/3.8.2 Darwin/19.4.0 botocore/2.0.0dev11],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.206 Python/3.6.0 Windows/10 botocore/1.12.196],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.145 Python/2.7.10 Darwin/18.2.0 botocore/1.12.135],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.93 Python/3.7.3 Linux/5.0.6-arch1-1-ARCH botocore/1.12.83],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.130 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 botocore/1.12.120],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.14.44 Python/3.6.9 Linux/4.15.0-1065-aws botocore/1.8.48],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.11.36 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.4.93],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.10.67 Python/2.7.10 Darwin/16.4.0 botocore/1.4.93],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.18.31 Python/3.8.2 Linux/4.9.184-linuxkit botocore/1.15.31],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.18.49 Python/3.6.8 Linux/4.4.0-039049-Microsoft botocore/1.15.49],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.169 Python/2.7.10 Darwin/18.6.0 botocore/1.12.159],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.15.60 Python/3.7.0 Darwin/17.7.0 botocore/1.10.59],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.15.50 Python/3.7.0 Darwin/16.7.0 botocore/1.10.49],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.106 Python/3.7.2+ Linux/4.20.0-trunk-amd64 botocore/1.12.96],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.11.13 Python/3.5.3 Linux/4.14.79+ botocore/1.4.70],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.189 Python/3.5.3 Linux/4.9.0-9-amd64 botocore/1.12.179],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.65 Python/2.7.16rc1 Linux/4.19.0-parrot1-13t-amd64 botocore/1.12.55],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.58 Python/2.7.15 Darwin/17.7.0 botocore/1.12.48],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.140 Python/3.7.2 Darwin/17.7.0 botocore/1.12.130],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.184 Python/3.6.0 Windows/10 botocore/1.12.174],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.155 Python/2.7.10 Darwin/18.5.0 botocore/1.12.145],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.105 Python/3.7.0 Darwin/18.2.0 botocore/1.12.95],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.112 Python/2.7.15+ Linux/4.19.0-kali1-amd64 botocore/1.12.102],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.112 Python/2.7.15+ Linux/4.18.0-kali2-amd64 botocore/1.12.102],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.14.44 Python/3.6.6 Linux/4.9.93-boot2docker botocore/1.8.48],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.170 Python/3.7.3 Darwin/18.6.0 botocore/1.12.160],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.170 Python/3.7.3 Darwin/18.5.0 botocore/1.12.160],0.00027351582,1.9459101,1.0,0.0,6.0
Boto3/1.3.1 Python/2.7.3 Linux/3.2.0-119-generic Botocore/1.4.13,0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.174 Python/2.7.12 Linux/5.0.0-16-generic botocore/1.12.164],0.00027351582,1.9459101,1.0,0.0,6.0
aws-cli/1.16.140 Python/3.7.1 Windows/10 botocore/1.12.130,0.00027351582,1.9459101,1.0,0.0,6.0
[Boto3/1.14.16 Python/3.8.3rc1 Linux/5.6.0-kali1-amd64 Botocore/1.17.16],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.18.93 Python/3.6.0 Windows/10 botocore/1.17.16],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/2.0.0 Python/3.7.5 Windows/10 botocore/2.0.0dev4],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.117 Python/3.7.2 Linux/4.15.15-1-ARCH botocore/1.12.107],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.169 Python/3.6.5 Darwin/17.7.0 botocore/1.12.159],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.11.170 Python/3.6.2 Linux/4.13.5-1-ARCH botocore/1.7.28],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.193 Python/2.7.16 Linux/4.4.0-039049-Microsoft botocore/1.12.183],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.113 Python/3.7.3 Linux/4.4.0-01985-Microsoft botocore/1.12.103],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.17.11 Python/3.7.5 Linux/5.3.0-kali2-amd64 botocore/1.14.11],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-141-generic botocore/1.4.70],0.00027351582,1.9459101,1.0,0.0,6.0
aws-cli/2.0.46 Python/3.7.3 Linux/5.7.0-kali1-amd64 exe/x86_64.kali.2020 command/sts.get-caller-identity,0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.113 Python/3.7.5 Linux/5.3.0-3-amd64 botocore/1.12.103],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.99 Python/3.6.7 Linux/4.15.0-45-generic botocore/1.12.89],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.101 Python/2.7.5 Linux/3.10.0-957.5.1.el7.x86_64 botocore/1.12.91],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.98 Python/2.7.10 Darwin/18.2.0 botocore/1.12.90],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.4 Python/3.6.5 Linux/4.15.0-33-generic botocore/1.11.4],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.144 Python/3.6.0 Windows/10 botocore/1.12.134],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/2.0.24 Python/3.7.3 Linux/5.5.0-kali2-amd64 botocore/2.0.0dev28],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.113 Python/3.7.3 Linux/4.19.0-9-amd64 botocore/1.12.103],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.14.17 Python/2.7.10 Darwin/16.7.0 botocore/1.8.21],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.33 Python/3.6.0 Windows/10 botocore/1.12.23],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.140 Python/2.7.16 Linux/4.19.0-4-amd64 botocore/1.12.130],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.113 Python/3.7.3 Linux/4.19.0-kali1-amd64 botocore/1.12.103],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.95 Python/2.7.10 Darwin/18.5.0 botocore/1.12.85],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.106 Python/2.7.15 Darwin/18.2.0 botocore/1.12.96],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.110 Python/3.7.2 Darwin/18.5.0 botocore/1.12.100],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.11.28 Python/2.7.9 Windows/7 botocore/1.4.85],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.15.83 Python/2.7.14 Linux/4.14.62-65.117.amzn1.x86_64 botocore/1.10.82],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-83-generic botocore/1.4.70],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.17.14 Python/3.6.0 Windows/10 botocore/1.14.14],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.81 Python/3.7.2+ Linux/4.19.0-kali3-amd64 botocore/1.12.71],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.284 Python/3.6.8 Linux/4.18.0-147.5.1.el8_1.x86_64 botocore/1.13.20],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.15.35 Python/2.7.9 Windows/8 botocore/1.10.35],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.198 Python/3.7.4 Windows/10 botocore/1.12.188],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.14.28 Python/2.7.5 Linux/3.10.0-1127.10.1.el7.x86_64 botocore/1.8.35],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.24 Python/2.7.16 Darwin/18.2.0 botocore/1.12.14],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.157 Python/2.7.15 Linux/4.17.0-kali1-686 botocore/1.12.147],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.61 Python/2.7.15 Darwin/17.7.0 botocore/1.12.51],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.202 Python/2.7.5 Linux/3.10.0-957.12.2.el7.x86_64 botocore/1.12.192],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.15.39 Python/2.7.10 Darwin/17.5.0 botocore/1.10.39],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.171 Python/3.7.1 Darwin/18.6.0 botocore/1.12.161],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-103-generic botocore/1.4.70],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.120 Python/3.7.2 Darwin/18.5.0 botocore/1.12.110],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.50 Python/3.7.1 Darwin/17.7.0 botocore/1.12.40],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.113 Python/3.7.2+ Linux/4.19.0-kali3-amd64 botocore/1.12.103],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.207 Python/3.4.9 Linux/3.10.0-957.el7.x86_64 botocore/1.12.197],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.171 Python/3.6.5 Darwin/17.7.0 botocore/1.12.161],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.203 Python/3.6.0 Windows/10 botocore/1.12.193],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.38 Python/3.6.5 Darwin/17.7.0 botocore/1.12.28],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.15.71 Python/3.5.2 Linux/4.15.0-38-generic botocore/1.10.70],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.19 Python/3.6.0 Windows/10 botocore/1.12.9],0.00027351582,1.9459101,1.0,0.0,6.0
[Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4 Resource],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.198 Python/3.7.1 Windows/10 botocore/1.12.188],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.122 Python/2.7.15rc1 Linux/4.18.0-16-generic botocore/1.12.112],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.14.44 Python/3.6.9 Linux/5.3.0-40-generic botocore/1.8.48],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.18.6 Python/3.6.8 Linux/4.15.0-54-generic botocore/1.15.6],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.207 Python/2.7.10 Darwin/18.6.0 botocore/1.12.197],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.91 Python/3.7.2 Windows/10 botocore/1.12.81],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.117 Python/2.7.12 Linux/4.15.0-36-generic botocore/1.12.107],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.14 Python/2.7.15 Darwin/18.6.0 botocore/1.12.185],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.192 Python/3.7.3 Darwin/18.6.0 botocore/1.12.182],0.00027351582,1.9459101,1.0,0.0,6.0
aws-cli/2.0.46 Python/3.7.7 Windows/10 exe/AMD64 command/sts.get-caller-identity,0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.81 Python/3.6.6 Linux/4.18.0-kali2-amd64 botocore/1.12.71],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.160 Python/3.7.3 Darwin/18.6.0 botocore/1.12.104],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.139 Python/3.6.3rc1+ Linux/4.16.18-130_fbk12_4448_g0a4ef6be8874 botocore/1.12.129],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.14.16 Python/3.5.4 Linux/4.12.12-gentoo botocore/1.8.20],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.11.48 Python/2.7.13 Darwin/16.6.0 botocore/1.5.37],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.209 Python/3.6.0 Windows/10 botocore/1.12.199],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.210 Python/2.7.15+ Linux/4.4.0-039049-Microsoft botocore/1.12.200],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.14.25 Python/2.7.14+ Linux/4.9.0-kali4-amd64 botocore/1.8.29],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.125 Python/2.7.10 Darwin/18.2.0 botocore/1.12.115],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.291 Python/2.7.10 Darwin/16.7.0 botocore/1.13.27],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.287 Python/3.6.6 Windows/10 botocore/1.13.23],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.140 Python/3.7.3 Darwin/17.7.0 botocore/1.12.130],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.11.112 Python/2.7.13 Darwin/16.6.0 botocore/1.5.75],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.169 Python/2.7.5 Linux/3.10.0-957.12.2.el7.x86_64 botocore/1.12.159],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.11.41 Python/2.7.11 Windows/10 botocore/1.5.4],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.310 Python/3.7.3 Linux/5.0.0-38-generic botocore/1.13.46],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.74 Python/3.6.7 Linux/4.15.0-34-generic botocore/1.12.64],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.138 Python/3.7.3rc1 Linux/4.12.0-kali2-686 botocore/1.12.128],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.198 Python/3.7.3 Linux/4.19.0-kali4-amd64 botocore/1.12.188],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.210 Python/3.7.4 Darwin/18.6.0 botocore/1.12.200],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.217 Python/3.7.2 Windows/10 botocore/1.12.207],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.144 Python/3.7.3 Darwin/18.7.0 botocore/1.12.135],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.243 Python/3.6.0 Windows/10 botocore/1.12.233],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.72 Python/2.7.14 Windows/10 botocore/1.12.62],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.123 Python/3.6.8 Linux/4.19.0-kali1-amd64 botocore/1.12.113],0.00027351582,1.9459101,1.0,0.0,6.0
[Boto3/1.9.62 Python/3.6.5 Darwin/18.0.0 Botocore/1.12.62],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.21 Python/2.7.10 Darwin/18.6.0 botocore/1.12.11],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.14.44 Python/3.6.5 Linux/4.15.0-1021-aws botocore/1.8.48],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.17 Python/3.6.5 Linux/4.15.0-36-generic botocore/1.12.7],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.11.82 Python/2.7.10 Darwin/16.5.0 botocore/1.5.45],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.11.27 Python/2.7.11 Darwin/15.6.0 botocore/1.4.84],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.11.13 Python/3.5.3 Linux/4.9.0-1-amd64 botocore/1.4.70],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.15.44 Python/3.6.4 CYGWIN_NT-6.1/2.10.0(0.325/5/3) botocore/1.10.44],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.213 Python/3.7.1 Windows/10 botocore/1.12.203],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.239 Python/2.7.16+ Linux/5.2.0-kali2-amd64 botocore/1.12.229],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.18.44 Python/3.6.9 Linux/5.3.0-46-generic botocore/1.15.44],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.129 Python/2.7.12 Linux/4.4.0-1069-aws botocore/1.12.119],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.91 Python/3.6.7 Linux/4.15.0-46-generic botocore/1.12.114],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.209 Python/3.6.9 CYGWIN_NT-10.0-53329/3.0.7-338.x86_64 botocore/1.12.199],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.166 Python/3.7.3 Darwin/16.7.0 botocore/1.12.156],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.268 Python/3.7.7 Darwin/18.7.0 botocore/1.13.4],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.287 Python/3.6.8 Linux/4.15.0-70-generic botocore/1.13.23],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.221 Python/3.5.2 Linux/4.4.0-130-generic botocore/1.12.211],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.10.56 Python/2.7.12 Linux/4.4.19-29.55.amzn1.x86_64 botocore/1.4.46],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.168 Python/3.7.3rc1 Linux/4.19.0-kali3-amd64 botocore/1.12.158],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/2.0.6 Python/3.8.2 Darwin/18.7.0 botocore/2.0.0dev10],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.237 Python/3.7.4 Windows/10 botocore/1.12.227],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.161 Python/3.6.0 Windows/10 botocore/1.12.151],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-sdk-java/1.11.86 Linux/4.9.12-200.fc25.x86_64 OpenJDK_64-Bit_Server_VM/25.121-b14/1.8.0_121],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.102 Python/2.7.16 Linux/4.14.133-113.112.amzn2.x86_64 botocore/1.12.92],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.18.40 Python/3.7.6 Linux/5.8.0-kali1-amd64 botocore/1.15.40],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.259 Python/2.7.10 Darwin/18.2.0 botocore/1.12.249],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.140 Python/3.7.3 Linux/5.1.4-arch1-1-ARCH botocore/1.12.130],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.11.35 Python/2.7.13 Darwin/16.4.0 botocore/1.4.92],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.166 Python/3.6.8 Linux/4.19.0-kali3-amd64 botocore/1.12.156],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/2.0.49 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/s3.ls],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.231 Python/3.7.4 Windows/10 botocore/1.12.221],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.9.1 Python/2.7.10 Darwin/17.5.0 botocore/1.3.1],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.11.147 Python/2.7.13 Windows/10 botocore/1.7.5],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.126 Python/3.6.5 Windows/10 botocore/1.12.154],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.176 Python/3.7.3 Darwin/18.6.0 botocore/1.12.166],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.115 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 botocore/1.12.105],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.113 Python/2.7.15 Darwin/18.6.0 botocore/1.12.103],0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/2.0.0dev3 Python/3.7.4 Darwin/19.0.0 botocore/2.0.0dev2],0.00027351582,1.9459101,1.0,0.0,6.0
Boto3/1.11.9 Python/3.6.2 Windows/10 Botocore/1.14.9,0.00027351582,1.9459101,1.0,0.0,6.0
[aws-cli/1.16.32 Python/3.6.6 Linux/4.18.0-kali1-amd64 botocore/1.12.22],0.00027351582,1.9459101,1.0,0.0,6.0
aws-cli/1.15.79 Python/3.6.6 Linux/4.15.0-kali2-amd64 botocore/1.10.78,0.00027044263,3.4965076,3.0,0.44706205,28.0
[aws-cli/1.14.44 Python/3.6.5rc1 Linux/4.14.0-kali3-amd64 botocore/1.8.48],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.15.71 Python/3.7.5 Linux/5.2.11-100.fc29.x86_64 botocore/1.10.41],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.149 Python/3.6.5 Darwin/18.6.0 botocore/1.12.139],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.15.70 Python/3.7.0 Darwin/17.7.0 botocore/1.10.69],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.15.81 Python/2.7.9 Windows/8 botocore/1.10.80],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.11.136 Python/3.4.3 Darwin/16.6.0 botocore/1.6.3],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.15.70 Python/3.7.2 Darwin/18.2.0 botocore/1.10.69],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.179 Python/2.7.10 Darwin/18.6.0 botocore/1.12.169],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.184 Python/2.7.10 Darwin/18.6.0 botocore/1.12.174],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.188 Python/2.7.16 Linux/4.15.0-52-generic botocore/1.12.178],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.104 Python/3.7.2 Linux/4.20.8-arch1-1-ARCH botocore/1.12.94],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.14.38 Python/3.6.4 Linux/4.12.14-1-MANJARO botocore/1.8.42],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-143-generic botocore/1.4.70],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/2.0.17 Python/3.7.4 Darwin/19.5.0 botocore/2.0.0dev21],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.14.46 Python/2.7.14 Darwin/17.4.0 botocore/1.8.50],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.105 Python/3.6.4 Darwin/18.2.0 botocore/1.12.95],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.15.80 Python/2.7.14 Linux/4.14.88-88.76.amzn2.x86_64 botocore/1.10.79],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.253 Python/3.6.0 Windows/10 botocore/1.12.243],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.14.9 Python/2.7.13 Linux/4.9.81-35.56.amzn1.x86_64 botocore/1.8.13],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.154 Python/3.7.2 Windows/10 botocore/1.12.144],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.200 Python/3.6.8 Linux/5.0.0-27-generic botocore/1.12.190],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.11.150 Python/2.7.10 Darwin/16.7.0 botocore/1.7.8],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.120 Python/3.7.2 Darwin/18.6.0 botocore/1.12.110],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/2.0.0dev2 Python/3.7.5 Windows/10 botocore/2.0.0dev1],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.11.105 Python/2.7.10 Darwin/16.5.0 botocore/1.5.68],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.170 Python/3.7.3 Darwin/18.2.0 botocore/1.12.160],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.106 Python/2.7.16 Darwin/18.6.0 botocore/1.12.96],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.15.19 Python/2.7.12 Linux/4.13.0-43-generic botocore/1.10.28],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.304 Python/3.6.0 Windows/10 botocore/1.13.40],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.166 Python/3.7.1 Windows/10 botocore/1.13.35],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.113 Python/3.6.6 Linux/4.17.0-kali1-amd64 botocore/1.12.103],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.152 Python/3.6.4 Darwin/18.5.0 botocore/1.12.142],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.14.44 Python/3.6.5 Linux/4.15.0-34-generic botocore/1.8.48],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/1.16.72 Python/2.7.10 Darwin/17.7.0 botocore/1.12.95],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/2.0.17 Python/3.7.4 Darwin/19.4.0 botocore/2.0.0dev21],0.00026838412,2.1972246,1.0,0.0,8.0
[aws-cli/2.0.50 Python/3.8.5 Darwin/19.6.0 source/x86_64 command/s3.ls],0.00026838412,2.1972246,1.0,0.0,8.0
