userAgent,anomaly_score,log_total_calls,out_degree,entropy,max_call
[aws-cli/1.18.115 Python/2.7.16 Linux/4.19.0-kali5-amd64 botocore/1.17.38],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.26 Python/3.6.7 Linux/4.18.0-parrot10-amd64 botocore/1.12.16],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.169 Python/2.7.14 CYGWIN_NT-10.0/2.9.0(0.318/5/3) botocore/1.7.27],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.83 Python/2.7.15 Darwin/18.2.0 botocore/1.12.73],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.13 Python/3.5.2 Linux/4.15.0-46-generic botocore/1.4.70],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.20 Python/3.7.0 Darwin/18.2.0 botocore/1.12.10],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.184 Python/2.7.15 Darwin/18.0.0 botocore/1.12.174],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.174 Python/2.7.15+ Linux/4.19.0-kali1-686-pae botocore/1.12.164],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.106 Python/2.7.16 Linux/4.19.45 botocore/1.12.96],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.169 Python/3.6.0 Windows/7 botocore/1.12.159],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.14.44 Python/3.6.5 Linux/4.15.0-23-generic botocore/1.8.48],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.14.64 Python/2.7.9 Windows/2012Server botocore/1.9.17],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.56 Python/2.7.9 Windows/7 botocore/1.5.19],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.14.22 Python/2.7.6 Linux/3.13.0-32-generic botocore/1.8.26],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.47 Python/2.7.13 Linux/4.9.0-8-amd64 botocore/1.12.37],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.283 Python/3.6.8 Linux/4.14.128-87.105.amzn1.x86_64 botocore/1.13.19],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/2.0.5 Python/3.7.3 Linux/4.18.0-193.6.3.el8_2.x86_64 botocore/2.0.0dev9],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.14.38 Python/3.6.2 Windows/10 botocore/1.8.42],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.68 Python/3.6.6 Darwin/17.7.0 botocore/1.12.58],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.145 Python/3.7.0 Darwin/18.5.0 botocore/1.12.135],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.229 Python/3.7.4 Darwin/18.7.0 botocore/1.12.219],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.219 Python/2.7.15rc1 Linux/4.15.0-45-generic botocore/1.12.209],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/2.0.37 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/s3.ls],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.130 Python/2.7.15+ Linux/4.18.0-kali2-amd64 botocore/1.12.120],0.00033609886,1.609438,1.0,0.0,4.0
[Boto3/1.7.4 Python/3.6.7 Linux/4.15.0-47-generic Botocore/1.10.4 Resource],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.135 Python/3.6.0 Windows/10 botocore/1.12.125],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.135 Python/2.7.10 Darwin/18.2.0 botocore/1.12.125],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.137 Python/3.6.0 Windows/10 botocore/1.12.127],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.260 Python/3.7.5 Darwin/19.0.0 botocore/1.12.250],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.220 Python/3.6.6 Linux/4.18.19-100.fc27.x86_64 botocore/1.12.210],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/2.0.12 Python/3.7.7 Windows/10 botocore/2.0.0dev16],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.140 Python/3.7.3 Windows/10 botocore/1.12.130],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/2.0.30 Python/3.7.3 Linux/5.3.0-62-generic botocore/2.0.0dev34],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.111 Python/2.7.13 Linux/4.9.0-kali4-amd64 botocore/1.12.101],0.00033609886,1.609438,1.0,0.0,4.0
[Go-http-client/1.1],0.00033609886,1.609438,1.0,0.0,4.0
aws-cli/2.0.49 Python/3.7.7 Windows/10 exe/AMD64 command/sts.get-caller-identity,0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.26 Python/3.6.7 Linux/4.3.0-kali1-amd64 botocore/1.12.16],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.87 Python/2.7.13 Darwin/16.5.0 botocore/1.5.50],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.86 Python/2.7.13 Darwin/16.6.0 botocore/1.5.49],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.85 Python/2.7.14 Darwin/16.7.0 botocore/1.12.75],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.206 Python/2.7.15 Darwin/18.6.0 botocore/1.12.196],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.206 Python/2.7.10 Darwin/18.6.0 botocore/1.12.196],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.202 Python/3.7.4 Windows/10 botocore/1.12.192],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.19 Python/2.7.15 Darwin/17.7.0 botocore/1.12.9],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.283 Python/3.7.4 Darwin/19.5.0 botocore/1.13.19],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.15.58 Python/3.5.2 Linux/5.4.0-40-generic botocore/1.10.57],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/2.0.33 Python/3.7.7 Windows/10 botocore/2.0.0dev37],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.255 Python/2.7.15+ Linux/4.19.0-kali1-amd64 botocore/1.12.245],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.18.106 Python/3.8.5 Darwin/19.0.0 botocore/1.17.29],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.95 Python/3.7.0 Darwin/18.2.0 botocore/1.12.85],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.97 Python/2.7.10 Darwin/17.7.0 botocore/1.12.87],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.210 Python/3.7.5 Darwin/18.6.0 botocore/1.12.200],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.10.59 Python/2.7.10 Darwin/16.6.0 botocore/1.4.49],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.192 Python/2.7.16 Linux/4.19.0-kali5-amd64 botocore/1.12.182],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.192 Python/2.7.16 Linux/4.19.0-kali4-amd64 botocore/1.12.182],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.110 Python/3.7.2 Darwin/18.6.0 botocore/1.12.100],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.190 Python/2.7.16 Linux/4.19.0-kali4-amd64 botocore/1.12.180],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.172 Python/2.7.15 Darwin/18.6.0 botocore/1.12.162],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.193 Python/3.7.3rc1 Linux/4.19.0-kali4-amd64 botocore/1.12.183],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.156 Python/2.7.10 Darwin/16.7.0 botocore/1.7.14],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.14.17 Python/2.7.14 Linux/4.13.0-kali1-amd64 botocore/1.8.21],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.204 Python/3.7.4 Darwin/18.0.0 botocore/1.12.194],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.109 Python/3.5.2 Linux/4.4.0-151-generic botocore/1.12.99],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.15.7 Python/3.6.5 Darwin/18.2.0 botocore/1.9.23],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.81 Python/3.7.2+ Linux/4.9.125-linuxkit botocore/1.12.71],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.270 Python/3.7.5rc1 Linux/5.3.0-19-generic botocore/1.13.6],0.00033609886,1.609438,1.0,0.0,4.0
[Boto3/1.10.8 Python/2.7.13 Linux/4.19.60-43360-g54aa645572 Botocore/1.13.8 Resource],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/2.0.14 Python/3.7.7 Windows/10 botocore/2.0.0dev18],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.56 Python/2.7.9 Linux/3.16.0-4-amd64 botocore/1.5.19],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.14.9 Python/3.6.3 Windows/10 botocore/1.8.13],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.198 Python/3.7.3 Darwin/18.6.0 botocore/1.12.188],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.199 Python/2.7.15 Darwin/16.7.0 botocore/1.12.189],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.14.10 Python/3.6.4 Darwin/17.3.0 botocore/1.8.14],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.14.10 Python/2.7.14 Linux/4.13.0-21-generic botocore/1.8.14],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.105 Python/2.7.10 Darwin/18.2.0 botocore/1.12.95],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.97 Python/3.6.0 Windows/7 botocore/1.12.87],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.178 Python/2.7.12 Linux/4.10.0-37-generic botocore/1.7.36],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.18.0 Python/2.7.17 Linux/5.4.0-kali3-amd64 botocore/1.15.0],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.17.0 Python/3.8.1 Darwin/18.7.0 botocore/1.14.0],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.81 Python/3.7.3 Linux/5.0.0-21-generic botocore/1.12.71],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.113 Python/3.7.3 Linux/4.9.125-linuxkit botocore/1.12.103],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.183 Python/2.7.15+ Linux/5.3.0-40-generic botocore/1.12.173],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.157 Python/3.6.0 Windows/10 botocore/1.12.147],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.300 Python/3.7.5 Darwin/19.0.0 botocore/1.13.36],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.122 Python/3.6.7 Linux/4.15.0-45-generic botocore/1.12.112],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/2.0.0dev3 Python/3.7.3 Linux/5.4.0-kali2-amd64 botocore/2.0.0dev2],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.72 Python/2.7.13 Darwin/16.6.0 botocore/1.5.35],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.18.93 Python/2.7.18 Linux/5.6.0-kali2-amd64 botocore/1.17.16],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.106 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.12.96],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/2.0.30 Python/3.7.4 Darwin/19.5.0 botocore/2.0.0dev34],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.129 Python/3.6.0 Windows/10 botocore/1.12.119],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.81 Python/2.7.15 Darwin/19.0.0 botocore/1.12.202],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.18.24 Python/3.7.5 Darwin/19.4.0 botocore/1.15.24],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.14.53 Python/3.6.3 Windows/10 botocore/1.9.6],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.156 Python/3.6.7 Linux/3.10.0-957.12.1.el7.x86_64 botocore/1.12.146],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.135 Python/2.7.14 Linux/4.14.88-88.76.amzn2.x86_64 botocore/1.12.125],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.155 Python/2.7.16 Darwin/18.5.0 botocore/1.12.145],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.303 Python/3.6.0 Windows/10 botocore/1.13.39],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.309 Python/3.6.2 Windows/10 botocore/1.13.45],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.82 Python/2.7.16rc1 Linux/4.19.0-kali1-amd64 botocore/1.12.72],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.88 Python/2.7.10 Darwin/18.2.0 botocore/1.12.78],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.15.70 Python/3.7.0 Darwin/18.2.0 botocore/1.10.69],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.176 Python/3.6.0 Windows/10 botocore/1.12.166],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.0 Python/2.7.14 Darwin/17.5.0 botocore/1.4.58],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.139 Python/3.6.3 Linux/4.13.0-kali1-amd64 botocore/1.6.6],0.00033609886,1.609438,1.0,0.0,4.0
Boto3/1.3.1 Python/2.7.3 Linux/3.2.0-119-generic Botocore/1.4.13 Resource,0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.7.41 Python/2.7.9 Windows/7],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.156 Python/2.7.13 Linux/4.12.0-kali1-amd64 botocore/1.7.14],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.155 Python/3.6.0 Windows/10 botocore/1.12.145],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.155 Python/2.7.10 Darwin/18.2.0 botocore/1.12.145],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.155 Python/2.7.10 Darwin/17.7.0 botocore/1.12.145],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.183 Python/2.7.15+ Linux/5.0.0-31-generic botocore/1.12.173],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.15.79 Python/3.6.6 Linux/4.17.0-kali1-amd64 botocore/1.10.78],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.13 Python/3.5.2 Linux/4.15.0-101-generic botocore/1.4.70],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/2.0.10 Python/3.8.2 Darwin/19.5.0 botocore/2.0.0dev14],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.10 Python/3.6.6 Linux/4.15.0-36-generic botocore/1.12.0],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.193 Python/3.7.3 Linux/4.19.0-kali5-amd64 botocore/1.12.183],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.17.16 Python/3.6.9 Linux/4.19.86-gentoo botocore/1.14.16],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.18.3 Python/3.8.1 Linux/5.5.4-arch1-1 botocore/1.15.3],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/2.0.0 Python/3.7.3 Linux/5.4.0-kali3-amd64 botocore/2.0.0dev4],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.140 Python/3.7.3 Darwin/18.6.0 botocore/1.12.130],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.107 Python/3.6.7 Linux/4.4.0-53329-Microsoft botocore/1.12.97],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.197 Python/2.7.16 Linux/4.19.0-kali4-amd64 botocore/1.12.187],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.113 Python/3.7.3rc1 Linux/4.18.0-kali2-amd64 botocore/1.12.103],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.121 Python/2.7.10 Darwin/16.7.0 botocore/1.5.84],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.15.21 Python/3.6.5 Linux/4.16.8-1-ARCH botocore/1.10.21],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.75 Python/2.7.13 Linux/4.8.0-kali2-amd64 botocore/1.5.38],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.149 Python/3.7.2 Darwin/18.5.0 botocore/1.12.139],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.149 Python/3.6.0 Windows/10 botocore/1.12.139],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.102 Python/2.7.16 Linux/4.14.109-80.92.amzn1.x86_64 botocore/1.12.141],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.15.80 Python/3.7.0 Darwin/18.0.0 botocore/1.10.79],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.14.44 Python/3.6.4 Linux/4.15.5-1-ARCH botocore/1.8.48],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.14.8 Python/2.7.18 Linux/4.14.181-140.257.amzn2.x86_64 botocore/1.8.12],0.00033609886,1.609438,1.0,0.0,4.0
aws-cli/2.0.40 Python/3.8.5 Darwin/19.6.0 source/x86_64 command/sts.get-caller-identity,0.00033609886,1.609438,1.0,0.0,4.0
aws-cli/2.0.50 Python/3.7.4 Darwin/18.7.0 exe/x86_64 command/sts.get-caller-identity,0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.309 Python/2.7.16 Darwin/18.7.0 botocore/1.13.45],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.276 Python/3.7.4 Darwin/19.2.0 botocore/1.13.16],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.15.70 Python/3.7.0 Darwin/18.0.0 botocore/1.10.69],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.110 Python/3.6.0 Windows/10 botocore/1.12.100],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.171 Python/2.7.16 Linux/4.19.0-kali4-amd64 botocore/1.12.161],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.15.20 Python/3.6.5 Darwin/16.7.0 botocore/1.10.20],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.112 Python/2.7.9 Windows/8 botocore/1.5.75],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.96 Python/3.6.7 Linux/4.15.0-45-generic botocore/1.12.86],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.102 Python/2.7.16 Linux/4.14.158-101.185.amzn1.x86_64 botocore/1.12.92],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.142 Python/3.6.7 Linux/4.9.125-linuxkit botocore/1.12.132],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.15.71 Python/3.7.3 Linux/5.0.7-200.fc29.x86_64 botocore/1.10.41],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.210 Python/2.7.15+ Linux/4.15.0-66-generic botocore/1.12.200],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.170 Python/3.6.2 Linux/4.13.7-1-ARCH botocore/1.7.28],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.116 Python/2.7.10 Darwin/16.7.0 botocore/1.5.79],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.170 Python/3.4.6 Linux/4.12.5-gentoo botocore/1.7.28],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.129 Python/2.7.12 Darwin/14.5.0 botocore/1.5.92],0.00033609886,1.609438,1.0,0.0,4.0
aws-cli/2.0.53 Python/3.7.7 Windows/10 exe/AMD64 command/sts.get-caller-identity,0.00033609886,1.609438,1.0,0.0,4.0
aws-cli/2.0.50 Python/3.8.5 Darwin/19.6.0 source/x86_64 command/sts.get-caller-identity,0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.193 Python/3.6.0 Windows/10 botocore/1.12.183],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.117 Python/2.7.13 Linux/4.9.15-x86_64-linode81 botocore/1.5.80],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.10.33 Python/3.5.2 Linux/4.4.0-97-generic botocore/1.5.7],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.139 Python/3.6.3 Linux/4.13.0-37-generic botocore/1.6.6],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.30 Python/3.5.2 Windows/10 botocore/1.4.87],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/2.0.18 Python/3.7.3 Linux/4.4.0-039049-Microsoft botocore/2.0.0dev22],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.286 Python/3.6.1 Darwin/19.5.0 botocore/1.13.22],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.15.79 Python/2.7.12 Linux/4.15.0-65-generic botocore/1.10.78],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.257 Python/3.7.5rc1 Linux/5.2.0-kali2-amd64 botocore/1.12.247],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.15.22 Python/2.7.15 Darwin/17.5.0 botocore/1.10.22],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.83 Python/3.6.1 Linux/4.10.13-1-ARCH botocore/1.5.46],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.87 Python/2.7.9 Windows/8 botocore/1.5.50],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.87 Python/2.7.13 Linux/4.9.0-kali4-amd64 botocore/1.5.50],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.81 Python/2.7.12 Linux/4.15.0-43-generic botocore/1.12.71],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.103 Python/3.7.2 Darwin/18.2.0 botocore/1.12.93],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.149 Python/2.7.12 Linux/4.4.0-93-generic botocore/1.7.7],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.95 Python/3.7.0 Darwin/18.5.0 botocore/1.12.85],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.11.102 Python/2.7.13 Darwin/16.7.0 botocore/1.5.65],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.14.19 Python/2.7.12 Linux/4.13.0-36-generic botocore/1.9.6],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.97 Python/3.6.0 Windows/10 botocore/1.12.87],0.00033609886,1.609438,1.0,0.0,4.0
[aws-cli/1.16.113 Python/2.7.14 Linux/4.13.0-kali1-amd64 botocore/1.12.103],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.113 Python/3.6.8 Linux/4.19.0-kali1-amd64 botocore/1.12.103],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.117 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 botocore/1.12.107],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.114 Python/3.6.7 Linux/4.15.0-45-generic botocore/1.12.104],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.14.44 Python/3.6.8 Linux/4.4.0-039049-Microsoft botocore/1.8.48],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.100 Python/3.7.2 Darwin/18.2.0 botocore/1.12.90],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.111 Python/3.6.8rc1 Linux/4.17.0-kali3-amd64 botocore/1.12.101],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.103 Python/2.7.12 Linux/4.4.0-142-generic botocore/1.12.93],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.149 Python/2.7.14 Darwin/18.6.0 botocore/1.12.139],0.00028316886,2.3978953,1.0,0.0,10.0
[Boto3/1.13.26 Python/3.8.3 Linux/5.4.0-2-amd64 Botocore/1.16.26],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.148 Python/3.7.2 Windows/10 botocore/1.12.138],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.255 Python/3.7.3rc1 Linux/4.19.0-kali1-amd64 botocore/1.12.245],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.113 Python/3.7.2+ Linux/4.19.0-kali1-amd64 botocore/1.12.103],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.196 Python/2.7.16 Linux/4.19.0-kali5-amd64 botocore/1.12.186],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.15.4 Python/2.7.9 Windows/8 botocore/1.10.4],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.96 Python/2.7.12 Linux/4.4.0-166-generic botocore/1.12.86],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.102 Python/2.7.16 Linux/4.14.138-114.102.amzn2.x86_64 botocore/1.12.92],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-42-generic botocore/1.8.48],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.18.2 Python/3.7.4 Darwin/16.7.0 botocore/1.15.2],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.200 Python/3.7.4 Darwin/18.6.0 botocore/1.12.190],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.136 Python/3.7.3 Linux/5.0.5-100.fc28.x86_64 botocore/1.12.126],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.102 Python/2.7.16 Linux/4.14.123-86.109.amzn1.x86_64 botocore/1.12.92],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/2.0.10 Python/3.8.2 Darwin/19.4.0 botocore/2.0.0dev14],0.00028316886,2.3978953,1.0,0.0,10.0
aws-cli/2.0.38 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/sts.get-caller-identity,0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.14.44 Python/3.6.8 Linux/4.15.0-66-generic botocore/1.8.48],0.00028316886,2.3978953,1.0,0.0,10.0
[aws-cli/1.16.5 Python/2.7.9 Windows/8 botocore/1.11.5],0.00028316886,2.3978953,1.0,0.0,10.0
